hours,beta_1,se_cluster,se_ols,beta_1_lmer,se_lmer_model,ci_lo,ci_up,inflation_vs_lmer
59.899999999999984,1.3488106823160921,0.39950004625629143,0.06754834560384947,1.3491517342330834,0.07241838680786632,0.565790591653761,2.1318307729784234,5.516555447668388
55.9233663758364,1.1327573727527014,0.3232095652195409,0.05119748597823756,1.1308377632723017,0.0574623333823882,0.49926662492240115,1.7662481205830016,5.6247205115865055
52.21073300177015,0.9515702900547135,0.28499583038275467,0.043539667669702145,0.947978541673955,0.05075262758437596,0.3929784625045144,1.5101621176049127,5.6153906496555415
48.74457346258709,0.8510383860516882,0.2709756621505103,0.0424000298547342,0.8466638419942367,0.049771856033879174,0.3199260882366881,1.3821506838666884,5.444355178678891
45.508524884509704,0.8246606585224847,0.25699337799589556,0.041317343497086476,0.8202907758562216,0.04884557214615517,0.3209536376505294,1.32836767939444,5.261344410644282
42.48731069015536,0.8533561796423346,0.2341542612487018,0.03796506273412539,0.8495796459924437,0.04603871384862795,0.39441382759487903,1.3122985316897902,5.08602959714697
39.66666848162854,0.9180440215864691,0.2037369821773926,0.0326541715377198,0.9152507551354376,0.04176542763179335,0.5187195365187796,1.3173685066541587,4.878125131952454
37.03328271130145,0.9996432565301185,0.17173365662949286,0.026783352626320416,0.9980244060177363,0.03735960003130454,0.6630452895363126,1.3362412235239245,4.596774496664658
34.57472182243806,1.0790779674190023,0.14551833219853771,0.02209933732293092,1.078625963679976,0.0341689923323956,0.7938620363098684,1.3642938985281363,4.258783249530361
32.27937956291871,1.1420794661415936,0.129190639013288,0.01957813716434398,1.1426374662197245,0.03260939630419822,0.8888658136755492,1.395293118607638,3.9617611380513553
30.136420195021532,1.1881449221332576,0.12083586787327628,0.018709884160421346,1.189548396179093,0.032110455030253414,0.9513066211016361,1.4249832231648791,3.7631315955949147
28.13572734261011,1.2192199442779104,0.11729563646923638,0.018665271716870966,1.2213218586471764,0.03209818392502299,0.989320496798207,1.4491193917576137,3.6542764146165743
26.26785623424747,1.2372501414594705,0.11586710712491938,0.018806719794462412,1.2399209587130713,0.0321923222029992,1.0101506114946286,1.4643496714243125,3.5992155643287083
24.52398911678833,1.2441811225618544,0.11479546852342996,0.018787728183568497,1.247308801465873,0.03219056276490718,1.0191820042559316,1.4691802408677772,3.5661218277480766
22.895893628967933,1.2419584964689803,0.11320610778142465,0.018477680235825297,1.245448491994678,0.03201761677099745,1.020074525217388,1.4638424677205726,3.5357443557126413
21.375883938480012,1.2325278720647648,0.11083797846453611,0.01787296478603635,1.236303135388582,0.031677455060343404,1.015285434274274,1.4497703098552555,3.4989546430859826
19.956784459081383,1.2178348582331253,0.10779817232647373,0.017038710300107007,1.22183583673668,0.031217704034062963,1.0065504404732368,1.4291192759930138,3.4531102033913377
18.631895976440855,1.1998250638579797,0.10438432748294665,0.01607454920292801,1.2040097011280686,0.030704348935885004,0.9952317819914043,1.4044183457245552,3.399659367502493
17.394964022820947,1.1804440896537094,0.10096243697329968,0.015093082677678431,1.1847878254093482,0.030203883621659756,0.982557713186042,1.3783304661213767,3.342697192121932
16.240149351297315,1.1612830356166224,0.0978283900293869,0.014186624990823791,1.1657756397626633,0.029763132558444448,0.9695393911590241,1.3530266800742208,3.2868983074038307
15.162000370131919,1.1426341697347713,0.09503219927652178,0.01337472229288117,1.1472681428579012,0.029386816865022758,0.9563710591527886,1.328897280316754,3.23383780261116
14.155427407169535,1.1244923793630195,0.09256819251741065,0.012660484093612605,1.1292602969088215,0.029070843535664147,0.9430587220288946,1.3059260366971444,3.184227950036877
13.215678682766251,1.1068525518562327,0.09042814485155634,0.012046292011091118,1.1117470641291827,0.02881090460788428,0.9296133879471822,1.2840917157652831,3.138677736165567
12.338317877824178,1.089709574569275,0.08860118301663565,0.011533348086987623,1.0947234067327432,0.028602543478350912,0.9160512558566692,1.263367893281881,3.097667977804049
11.519203191036633,1.0730583348570113,0.08707381164904898,0.01112121739149104,1.0781842869332632,0.028441223058188157,0.9023936640248753,1.2437230056891473,3.0615354153688776
10.75446778647823,1.0568937200743058,0.08583006925034886,0.01080745591883662,1.0621246669445006,0.028322392547582315,0.888666784343622,1.2251206558049896,3.0304667625149335
10.040501539237939,1.041210617576024,0.0848518078398506,0.010587422921264819,1.046539508980215,0.02824155004525931,0.8749010742099169,1.2075201609421313,3.004502504425886
9.373933992920747,1.0260039147170303,0.08411907674827546,0.010454348484400893,1.0314237752541655,0.028194298827399204,0.8611305242904105,1.1908773051436503,2.983549165852232
8.751618448564514,1.011268498852189,0.08361058034746405,0.010399665337402712,1.016772427980111,0.028176395833706135,0.8473917613711595,1.1751452363332184,2.967397989470482
8.17061710985981,0.9969992573363652,0.0833041736066233,0.010413542954588479,1.0025804293718104,0.02818379159465898,0.8337230770673836,1.1602754376053468,2.9557475730983622
7.628187214547043,0.9831910775244234,0.08317735890577957,0.010485514147072989,0.988842741643023,0.028212661453459697,0.8201634540690954,1.1462187009797513,2.9482280160980556
7.121768086520624,0.9698388467712284,0.08320775193954542,0.010605078230199778,0.9755543270075072,0.0282594284354833,0.8067516529697194,1.1329260405727375,2.944424446853551
6.6489690475164025,0.956937452431645,0.08337349229387653,0.010762195255683144,0.9627101476790229,0.028320778479493467,0.7935254075356469,1.1203494973276429,2.9438983237782703
6.207558131316462,0.9444817818605379,0.08365358348656064,0.010947631696754076,0.9503051658713286,0.028393668971616853,0.780520758226879,1.1084428054941968,2.9462054928576937
5.795451547193873,0.9324667224127712,0.08402815620397174,0.011153158595767161,0.9383343437981834,0.02847533163206157,0.7677715362529866,1.0971619085725557,2.9509105386277894
5.410703842856947,0.9208871614432101,0.08447865592703292,0.011371628024129965,0.9267926436733461,0.028563270819984315,0.7553089958262256,1.0864653270601947,2.9575974145064423
5.051498720454676,0.9097379863067194,0.08498796151890599,0.011596962626317237,0.915675027710576,0.02865525826968045,0.7431615817296637,1.0763143908837751,2.9658766540879524
4.716140462288077,0.8990140843581635,0.08554044457955368,0.011824091182773435,0.9049764581236321,0.028749325175374617,0.7313548129822384,1.0666733557340888,2.975389650287297
4.403045925750296,0.8887103429524074,0.08612198074831444,0.012048856258621886,0.8946918971262734,0.028843752422341724,0.7199112606857111,1.0575094252191037,2.985810566090086
4.110737069705638,0.8788216494443153,0.08671992411494638,0.012267912139762232,0.8848163069322588,0.02893705963418697,0.7088505981790204,1.04879270070961,2.9968464388307536
3.837833977026388,0.8693428911887522,0.08732305496609374,0.0124786244570091,0.8753446497553473,0.029027993580607366,0.6981897034552085,1.040496078922296,3.0082359886020975
3.5830483403485838,0.8602689555405829,0.08792150966695508,0.012678977826226897,0.8662718878092983,0.029115516373654293,0.6879427965933509,1.032595114487815,3.0197475647903147
3.345177380294599,0.8515947298546719,0.0885066998739517,0.012867494413453532,0.8575929833078701,0.029198793777135846,0.6781215981017266,1.0250678616076172,3.0311765804263113
3.1230981674520137,0.843315101485884,0.0890712267051743,0.013043164216002576,0.8493028984648225,0.02927718386478004,0.6687354971437424,1.0178947058280257,3.042342703333755
2.9157623213042116,0.8354249577890835,0.08960879408415258,0.013205386646912157,0.8413965954939139,0.029350226188051772,0.6597917213841444,1.0110581941940227,3.0530870021244185
2.7221910610877256,0.8279191861191358,0.09011412427549671,0.013353922399158287,0.833869036608904,0.02941763155303495,0.6512955025391622,1.0045428696991094,3.0632691864753414
2.5414705852126174,0.820792673830905,0.09058287766044162,0.013488854312938182,0.826715184023551,0.029479272456037393,0.6432502336164394,0.9983351140453707,3.0727650350098834
2.3727477574333333,0.8140403082792563,0.09101157804216295,0.013610555915913026,0.8199299999516146,0.029535174187816114,0.6356576153166169,0.9924230012418958,3.081464069364018
2.2152260794054857,0.8076569768190537,0.09139754419758449,0.013719666352231312,0.8135084466068534,0.029585506584847404,0.6285177901917881,0.9867961634463193,3.0892675079085823
2.068161930616038,0.8016375668051625,0.09173882797229578,0.01381707050096542,0.8074454862030265,0.02963057638130486,0.6218294639794628,0.9814456696308622,3.0960865152180284
1.9308610579365264,0.7959769655924472,0.0920341589166626,0.013903883173898887,0.8017360809538931,0.029670820095992468,0.6155900141157885,0.976363917069106,3.1018407519208857
1.8026752982273702,0.7906700605357724,0.09228289525595706,0.013981436358581914,0.796375193073212,0.029706797373284945,0.6097955858340965,0.9715445352374482,3.1064572224451985
1.6829995185215267,0.7857117389900027,0.0924849808513619,0.014051268527866093,0.7913577847747423,0.02973918468527445,0.6044411765213333,0.966982301458672,3.109869414044711
1.5712687593428318,0.781096888310003,0.09264090772241684,0.014115115071224258,0.7866788182722431,0.029768769293180654,0.599520709174066,0.9626730674459401,3.112016718260461
1.4669555676733752,0.7768203958506381,0.09275168364938514,0.014174898920442982,0.7823332557794733,0.02979644335924525,0.5950270958978432,0.958613695803433,3.1128441247537726
1.3695675069794868,0.7728771489667723,0.09281880434411743,0.014232720451087725,0.778316059510192,0.029823198095615636,0.5909522924523021,0.9548020054812425,3.112302176531594
1.278644832541816,0.7692620350132706,0.0928442296612028,0.01429084575335654,0.7746221916781582,0.029850117834130094,0.5872873448773132,0.9512367251492281,3.110347174410359
1.1937583211152918,0.7659699413449976,0.09283036331075897,0.014351692396550958,0.771246614497131,0.02987837390062402,0.5840224292559101,0.9479174534340852,3.1069416166861807
1.1145072446733535,0.7629957553168178,0.09278003552526953,0.014417811877764421,0.7681842901808689,0.02990921817970222,0.5811468856872896,0.9448446249463461,3.102054857061906
1.0405174786709839,0.7603343642835965,0.09269648812202373,0.01449186806569183,0.7654301809431318,0.029943976261287142,0.5786492475644299,0.942019481002763,3.095663959694816
0.9714397358961434,0.7579806556001976,0.09258336138785236,0.014576611141119019,0.762979248997678,0.02998404006914505,0.576517267280007,0.9394440439203882,3.0877547246584984
0.9069479175720501,0.7559295166214862,0.09244468219290021,0.01467484680759506,0.7608264565582669,0.030030859884496806,0.5747379395234018,0.9371210937195706,3.078322850176663
0.8467375739262712,0.7541758347023271,0.09228485271510461,0.014789400899991596,0.7589667658386573,0.030085935695169715,0.573297523380722,0.9350541460239321,3.067375189860587
0.790524466959362,0.7527144971975847,0.09210863912779445,0.014923079941628564,0.7573951390526084,0.03015080782282365,0.5721815645071076,0.9332474298880618,3.0549310542210337
0.7380432286282336,0.7515403914621239,0.0919211595713659,0.01507862866141663,0.7561065384138791,0.03022704680765347,0.5713749187022468,0.9317058642220011,3.041023496483008
0.6890461081098816,0.7506484048508092,0.09172787069943435,0.015258685932588995,0.7550959261362284,0.030316242561379818,0.5708617782799179,0.9304350314217005,3.0257005139643343
0.6433018022316049,0.7500334247185055,0.09153455206447407,0.015465740972723456,0.7543582644334154,0.030419992834656826,0.5706257026721364,0.9294411467648747,3.0090260889276337
0.6005943635464759,0.7496903384200775,0.09134728759322731,0.015702091886189554,0.753888515519199,0.03053989108317317,0.570649654737352,0.928731022102803,2.9910809879593097
0.5607221808993633,0.7496140333103896,0.09117244340473467,0.015969808680175744,0.7536816416073384,0.030677513856167057,0.5709160442371096,0.9283120223836695,2.9719632377056655
0.5234970276710037,0.7497993967443066,0.09101664125129488,0.016270702713409125,0.7537326049115924,0.030834407869854787,0.5714067798917687,0.9281920135968446,2.951788198283424
0.4887431732071276,0.7502413160766933,0.090886726923136,0.016606304146621533,0.7540363676457202,0.03101207696408,0.5721033313073467,0.9283793008460399,2.930688164756147
0.45629655323791446,0.7509346786624144,0.09078973305910458,0.01697784839764815,0.7545878920234809,0.031211969170831994,0.5729868018665694,0.9288825554582594,2.908811442244689
0.4260039953715399,0.7518743718563345,0.09073283595522368,0.01738627193531613,0.7553821402586332,0.03143546414567221,0.5740380133840961,0.929710730328573,2.8863208615201907
0.39772249600555504,0.7530552830133186,0.09072330616527434,0.01783221706560081,0.7564140745649364,0.03168386122532167,0.5752376029293809,0.9308729630972563,2.8633917286813664
0.3713185452425845,0.7544722994882307,0.09076845294370706,0.018316044759775867,0.7576786571561493,0.0319583683749827,0.5765661317185649,0.9323784672578965,2.8402092334213602
0.3466674966234331,0.7561203086359362,0.09087556288719892,0.018837854117065518,0.759170850246031,0.03226009227643133,0.5780042053770262,0.9342364118948461,2.8169653734558917
0.3236529787022752,0.7579941978112994,0.09105183347675519,0.019397506782471593,0.7608856160483407,0.03259002978247869,0.5795326041968593,0.9364557914257395,2.793855485388577
0.30216634568611217,0.760088854369185,0.09130430259007734,0.019994654559110366,0.7628179167768372,0.03294906092601759,0.5811324212926334,0.9390452874457367,2.7710745017919662
0.2821061645451103,0.762399165664458,0.09163977541976584,0.020628768539882054,0.7649627146452795,0.03333794362450336,0.5827852058417169,0.9420131254871991,2.7488130777331654
